DWA_ID,IWA_ID,GWA_ID,IWA_Title,GWA_Title
4.A.3.a.2.I09.D01,4.A.3.a.2.I09,4.A.3.a.2,Adjust equipment to ensure adequate performance.,Handling and Moving Objects
4.A.4.a.5.I04.D04,4.A.4.a.5.I04,4.A.4.a.5,Care for plants or animals.,Assisting and Caring for Others
4.A.4.a.5.I12.D05,4.A.4.a.5.I12,4.A.4.a.5,"Treat injuries, illnesses, or diseases.",Assisting and Caring for Others
4.A.2.a.4.I06.D04,4.A.2.a.4.I06,4.A.2.a.4,Analyze health or medical data.,Analyzing Data or Information
4.A.4.a.5.I11.D07,4.A.4.a.5.I11,4.A.4.a.5,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others
4.A.2.a.1.I01.D02,4.A.2.a.1.I01,4.A.2.a.1,"Assess living, work, or social needs or status of individuals or communities.","Judging the Qualities of Objects, Services, or People"
4.A.4.a.5.I03.D06,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.4.b.6.I01.D05,4.A.4.b.6.I01,4.A.4.b.6,Advise patients or clients on medical issues.,Providing Consultation and Advice to Others
4.A.2.b.4.I03.D02,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.1.b.2.I10.D07,4.A.1.b.2.I10,4.A.1.b.2,Inspect characteristics or conditions of materials or products.,"Inspecting Equipment, Structures, or Materials"
4.A.4.a.2.I05.D02,4.A.4.a.2.I05,4.A.4.a.2,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.2.a.3.I04.D02,4.A.2.a.3.I04,4.A.2.a.3,Follow standard healthcare safety procedures to protect patient and staff members.,Evaluating Information to Determine Compliance with Standards
4.A.4.a.5.I03.D04,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.1.b.2.I01.D07,4.A.1.b.2.I01,4.A.1.b.2,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials"
4.A.4.b.3.I06.D10,4.A.4.b.3.I06,4.A.4.b.3,Train others on health or medical topics.,Training and Teaching Others
4.A.2.b.5.I01.D03,4.A.2.b.5.I01,4.A.2.b.5,Prepare schedules for services or facilities.,Scheduling Work and Activities
4.A.4.a.5.I03.D10,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.2.a.1.I06.D01,4.A.2.a.1.I06,4.A.2.a.1,Evaluate patient or client condition or treatment options.,"Judging the Qualities of Objects, Services, or People"
4.A.3.a.3.I09.D03,4.A.3.a.3.I09,4.A.3.a.3,Operate laboratory or field equipment.,Controlling Machines and Processes
4.A.2.b.2.I05.D01,4.A.2.b.2.I05,4.A.2.b.2,"Develop safety standards, policies, or procedures.",Thinking Creatively
4.A.2.a.2.I01.D11,4.A.2.a.2.I01,4.A.2.a.2,Evaluate the quality or accuracy of data.,Processing Information
4.A.1.b.2.I01.D02,4.A.1.b.2.I01,4.A.1.b.2,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials"
4.A.3.a.2.I47.D02,4.A.3.a.2.I47,4.A.3.a.2,Prepare specimens or materials for testing.,Handling and Moving Objects
4.A.3.a.3.I04.D02,4.A.3.a.3.I04,4.A.3.a.3,Operate medical equipment.,Controlling Machines and Processes
4.A.3.b.6.I08.D24,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.4.c.3.I03.D08,4.A.4.c.3.I03,4.A.4.c.3,"Distribute materials, supplies, or resources.",Monitoring and Controlling Resources
4.A.4.a.5.I11.D08,4.A.4.a.5.I11,4.A.4.a.5,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others
4.A.1.a.2.I01.D12,4.A.1.a.2.I01,4.A.1.a.2,Monitor equipment operation.,"Monitoring Processes, Materials, or Surroundings"
4.A.3.b.6.I15.D03,4.A.3.b.6.I15,4.A.3.b.6,Prepare reports of operational or procedural activities.,Documenting/Recording Information
4.A.4.a.5.I09.D02,4.A.4.a.5.I09,4.A.4.a.5,Assist individuals with special needs.,Assisting and Caring for Others
4.A.3.b.1.I06.D01,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.4.a.5.I10.D03,4.A.4.a.5.I10,4.A.4.a.5,"Provide general assistance to others, such as customers, patrons, or motorists.",Assisting and Caring for Others
4.A.1.a.1.I02.D10,4.A.1.a.1.I02,4.A.1.a.1,Read documents or materials to inform work processes.,Getting Information
4.A.3.a.2.I17.D02,4.A.3.a.2.I17,4.A.3.a.2,Fabricate medical devices.,Handling and Moving Objects
4.A.3.a.2.I09.D05,4.A.3.a.2.I09,4.A.3.a.2,Adjust equipment to ensure adequate performance.,Handling and Moving Objects
4.A.3.b.6.I11.D03,4.A.3.b.6.I11,4.A.3.b.6,Maintain health or medical records.,Documenting/Recording Information
4.A.3.b.6.I11.D05,4.A.3.b.6.I11,4.A.3.b.6,Maintain health or medical records.,Documenting/Recording Information
4.A.3.a.4.I01.D03,4.A.3.a.4.I01,4.A.3.a.4,Operate transportation equipment or vehicles.,"Operating Vehicles, Mechanized Devices, or Equipment"
4.A.2.b.1.I08.D07,4.A.2.b.1.I08,4.A.2.b.1,Determine resource needs of projects or operations.,Making Decisions and Solving Problems
4.A.4.c.3.I07.D01,4.A.4.c.3.I07,4.A.4.c.3,Monitor resources or inventories.,Monitoring and Controlling Resources
4.A.4.c.1.I03.D01,4.A.4.c.1.I03,4.A.4.c.1,Execute financial transactions.,Performing Administrative Activities
4.A.4.c.1.I03.D11,4.A.4.c.1.I03,4.A.4.c.1,Execute financial transactions.,Performing Administrative Activities
4.A.4.a.3.I03.D11,4.A.4.a.3.I03,4.A.4.a.3,"Provide information to guests, clients, or customers.",Communicating with People Outside the Organization
4.A.3.b.4.I09.D03,4.A.3.b.4.I09,4.A.3.b.4,Maintain medical equipment or instruments.,Repairing and Maintaining Mechanical Equipment
4.A.4.a.5.I01.D01,4.A.4.a.5.I01,4.A.4.a.5,Assist others to access additional services or resources.,Assisting and Caring for Others
4.A.4.c.3.I03.D03,4.A.4.c.3.I03,4.A.4.c.3,"Distribute materials, supplies, or resources.",Monitoring and Controlling Resources
4.A.4.b.3.I01.D01,4.A.4.b.3.I01,4.A.4.b.3,Teach life skills.,Training and Teaching Others
4.A.3.a.1.I03.D06,4.A.3.a.1.I03,4.A.3.a.1,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities
4.A.3.a.1.I12.D04,4.A.3.a.1.I12,4.A.3.a.1,Escort others.,Performing General Physical Activities
4.A.3.a.1.I12.D06,4.A.3.a.1.I12,4.A.3.a.1,Escort others.,Performing General Physical Activities
4.A.3.a.2.I09.D17,4.A.3.a.2.I09,4.A.3.a.2,Adjust equipment to ensure adequate performance.,Handling and Moving Objects
4.A.2.a.1.I06.D05,4.A.2.a.1.I06,4.A.2.a.1,Evaluate patient or client condition or treatment options.,"Judging the Qualities of Objects, Services, or People"
4.A.1.b.2.I05.D14,4.A.1.b.2.I05,4.A.1.b.2,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials"
4.A.3.a.2.I37.D02,4.A.3.a.2.I37,4.A.3.a.2,Stock supplies or products.,Handling and Moving Objects
4.A.4.a.5.I03.D01,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.4.b.3.I06.D02,4.A.4.b.3.I06,4.A.4.b.3,Train others on health or medical topics.,Training and Teaching Others
4.A.4.a.5.I09.D01,4.A.4.a.5.I09,4.A.4.a.5,Assist individuals with special needs.,Assisting and Caring for Others
4.A.4.a.5.I02.D03,4.A.4.a.5.I02,4.A.4.a.5,Administer therapeutic treatments.,Assisting and Caring for Others
4.A.3.b.6.I06.D02,4.A.3.b.6.I06,4.A.3.b.6,Prepare health or medical documents.,Documenting/Recording Information
4.A.3.a.1.I03.D18,4.A.3.a.1.I03,4.A.3.a.1,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities
4.A.3.a.2.I03.D11,4.A.3.a.2.I03,4.A.3.a.2,Prepare foods or beverages.,Handling and Moving Objects
4.A.4.b.3.I06.D07,4.A.4.b.3.I06,4.A.4.b.3,Train others on health or medical topics.,Training and Teaching Others
4.A.3.a.4.I01.D09,4.A.3.a.4.I01,4.A.3.a.4,Operate transportation equipment or vehicles.,"Operating Vehicles, Mechanized Devices, or Equipment"
4.A.4.a.5.I09.D07,4.A.4.a.5.I09,4.A.4.a.5,Assist individuals with special needs.,Assisting and Caring for Others
4.A.3.a.3.I04.D05,4.A.3.a.3.I04,4.A.3.a.3,Operate medical equipment.,Controlling Machines and Processes
4.A.4.a.5.I11.D01,4.A.4.a.5.I11,4.A.4.a.5,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others
4.A.3.a.1.I03.D07,4.A.3.a.1.I03,4.A.3.a.1,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities
4.A.1.a.1.I23.D06,4.A.1.a.1.I23,4.A.1.a.1,Interview people to obtain information.,Getting Information
4.A.1.a.2.I05.D06,4.A.1.a.2.I05,4.A.1.a.2,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.a.5.I11.D02,4.A.4.a.5.I11,4.A.4.a.5,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others
4.A.4.a.5.I11.D03,4.A.4.a.5.I11,4.A.4.a.5,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others
4.A.3.a.2.I11.D02,4.A.3.a.2.I11,4.A.3.a.2,Prepare medical equipment or work areas for use.,Handling and Moving Objects
4.A.3.a.1.I05.D01,4.A.3.a.1.I05,4.A.3.a.1,Dispose of waste or debris.,Performing General Physical Activities
4.A.4.a.1.I05.D04,4.A.4.a.1.I05,4.A.4.a.1,Explain medical information to patients or family members.,Interpreting the Meaning of Information for Others
4.A.3.a.1.I10.D01,4.A.3.a.1.I10,4.A.3.a.1,"Move materials, equipment, or supplies.",Performing General Physical Activities
4.A.4.a.2.I03.D11,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.a.1.I09.D02,4.A.3.a.1.I09,4.A.3.a.1,Clean medical equipment or facilities.,Performing General Physical Activities
4.A.4.a.2.I11.D10,4.A.4.a.2.I11,4.A.4.a.2,"Coordinate activities with clients, agencies, or organizations.","Communicating with Supervisors, Peers, or Subordinates"
4.A.4.b.5.I02.D01,4.A.4.b.5.I02,4.A.4.b.5,Provide support or encouragement to others.,Coaching and Developing Others
4.A.2.b.3.I01.D19,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.2.b.2.I01.D04,4.A.2.b.2.I01,4.A.2.b.2,Develop patient or client care or treatment plans.,Thinking Creatively
4.A.4.b.3.I06.D04,4.A.4.b.3.I06,4.A.4.b.3,Train others on health or medical topics.,Training and Teaching Others
4.A.3.b.6.I06.D03,4.A.3.b.6.I06,4.A.3.b.6,Prepare health or medical documents.,Documenting/Recording Information
4.A.4.a.2.I05.D06,4.A.4.a.2.I05,4.A.4.a.2,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.4.c.3.I07.D03,4.A.4.c.3.I07,4.A.4.c.3,Monitor resources or inventories.,Monitoring and Controlling Resources
4.A.1.a.2.I07.D09,4.A.1.a.2.I07,4.A.1.a.2,"Monitor safety or security of work areas, facilities, or properties.","Monitoring Processes, Materials, or Surroundings"
4.A.3.a.2.I11.D03,4.A.3.a.2.I11,4.A.3.a.2,Prepare medical equipment or work areas for use.,Handling and Moving Objects
4.A.4.a.5.I06.D02,4.A.4.a.5.I06,4.A.4.a.5,Fit assistive devices to patients or clients.,Assisting and Caring for Others
4.A.1.a.2.I01.D02,4.A.1.a.2.I01,4.A.1.a.2,Monitor equipment operation.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.a.5.I02.D04,4.A.4.a.5.I02,4.A.4.a.5,Administer therapeutic treatments.,Assisting and Caring for Others
4.A.4.c.3.I06.D02,4.A.4.c.3.I06,4.A.4.c.3,Prescribe medical treatments or devices.,Monitoring and Controlling Resources
4.A.4.a.5.I10.D02,4.A.4.a.5.I10,4.A.4.a.5,"Provide general assistance to others, such as customers, patrons, or motorists.",Assisting and Caring for Others
4.A.1.b.1.I01.D01,4.A.1.b.1.I01,4.A.1.b.1,Mark materials or objects for identification.,"Identifying Objects, Actions, and Events"
4.A.4.b.4.I05.D02,4.A.4.b.4.I05,4.A.4.b.4,Supervise activities in correctional facilities.,"Guiding, Directing, and Motivating Subordinates"
4.A.3.a.1.I11.D01,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.4.b.4.I12.D14,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.1.a.2.I07.D04,4.A.1.a.2.I07,4.A.1.a.2,"Monitor safety or security of work areas, facilities, or properties.","Monitoring Processes, Materials, or Surroundings"
4.A.3.a.1.I11.D11,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.4.b.3.I04.D14,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.4.a.5.I05.D01,4.A.4.a.5.I05,4.A.4.a.5,Intervene in crisis situations or emergencies.,Assisting and Caring for Others
4.A.4.a.5.I07.D02,4.A.4.a.5.I07,4.A.4.a.5,Administer emergency medical treatment.,Assisting and Caring for Others
4.A.4.b.4.I05.D01,4.A.4.b.4.I05,4.A.4.b.4,Supervise activities in correctional facilities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.a.7.I01.D01,4.A.4.a.7.I01,4.A.4.a.7,Mediate disputes.,Resolving Conflicts and Negotiating with Others
4.A.3.a.1.I12.D05,4.A.3.a.1.I12,4.A.3.a.1,Escort others.,Performing General Physical Activities
4.A.4.a.1.I02.D01,4.A.4.a.1.I02,4.A.4.a.1,"Explain regulations, policies, or procedures.",Interpreting the Meaning of Information for Others
4.A.4.b.4.I16.D01,4.A.4.b.4.I16,4.A.4.b.4,Direct legal activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.4.I16.D02,4.A.4.b.4.I16,4.A.4.b.4,Direct legal activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.1.b.2.I05.D13,4.A.1.b.2.I05,4.A.1.b.2,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials"
4.A.3.b.6.I02.D06,4.A.3.b.6.I02,4.A.3.b.6,Record information about legal matters.,Documenting/Recording Information
4.A.4.a.2.I08.D03,4.A.4.a.2.I08,4.A.4.a.2,Notify others of emergencies or problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.1.a.2.I09.D05,4.A.1.a.2.I09,4.A.1.a.2,Monitor environmental conditions.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.a.2.I08.D06,4.A.4.a.2.I08,4.A.4.a.2,Notify others of emergencies or problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.a.1.I02.D01,4.A.3.a.1.I02,4.A.3.a.1,Protect people or property from threats such as fires or flooding.,Performing General Physical Activities
4.A.3.b.4.I02.D15,4.A.3.b.4.I02,4.A.3.b.4,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.4.b.6.I09.D02,4.A.4.b.6.I09,4.A.4.b.6,Advise others on workplace health or safety issues.,Providing Consultation and Advice to Others
4.A.1.b.2.I05.D10,4.A.1.b.2.I05,4.A.1.b.2,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials"
4.A.1.a.2.I07.D10,4.A.1.a.2.I07,4.A.1.a.2,"Monitor safety or security of work areas, facilities, or properties.","Monitoring Processes, Materials, or Surroundings"
4.A.3.a.1.I02.D03,4.A.3.a.1.I02,4.A.3.a.1,Protect people or property from threats such as fires or flooding.,Performing General Physical Activities
4.A.4.a.2.I08.D01,4.A.4.a.2.I08,4.A.4.a.2,Notify others of emergencies or problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.a.3.I05.D02,4.A.3.a.3.I05,4.A.3.a.3,Operate audiovisual or related equipment.,Controlling Machines and Processes
4.A.3.b.6.I08.D03,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.1.a.2.I07.D02,4.A.1.a.2.I07,4.A.1.a.2,"Monitor safety or security of work areas, facilities, or properties.","Monitoring Processes, Materials, or Surroundings"
4.A.3.a.1.I11.D12,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.3.a.1.I11.D02,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.4.b.3.I03.D03,4.A.4.b.3.I03,4.A.4.b.3,Teach safety procedures or standards to others.,Training and Teaching Others
4.A.3.a.2.I46.D07,4.A.3.a.2.I46,4.A.3.a.2,Set up equipment.,Handling and Moving Objects
4.A.2.b.3.I01.D14,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.3.a.1.I16.D02,4.A.3.a.1.I16,4.A.3.a.1,"Perform athletic activities for fitness, competition, or artistic purposes.",Performing General Physical Activities
4.A.4.b.3.I03.D01,4.A.4.b.3.I03,4.A.4.b.3,Teach safety procedures or standards to others.,Training and Teaching Others
4.A.3.b.6.I02.D04,4.A.3.b.6.I02,4.A.3.b.6,Record information about legal matters.,Documenting/Recording Information
4.A.3.b.6.I05.D02,4.A.3.b.6.I05,4.A.3.b.6,Record images with photographic or audiovisual equipment.,Documenting/Recording Information
4.A.1.a.1.I23.D05,4.A.1.a.1.I23,4.A.1.a.1,Interview people to obtain information.,Getting Information
4.A.3.b.6.I04.D01,4.A.3.b.6.I04,4.A.3.b.6,Record information about environmental conditions.,Documenting/Recording Information
4.A.3.a.1.I11.D09,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.3.a.1.I11.D03,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.3.b.6.I14.D08,4.A.3.b.6.I14,4.A.3.b.6,Prepare legal or regulatory documents.,Documenting/Recording Information
4.A.3.a.1.I11.D05,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.3.a.1.I11.D06,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.4.a.2.I08.D09,4.A.4.a.2.I08,4.A.4.a.2,Notify others of emergencies or problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.a.1.I15.D02,4.A.3.a.1.I15,4.A.3.a.1,Provide food or beverage services.,Performing General Physical Activities
4.A.1.b.2.I10.D05,4.A.1.b.2.I10,4.A.1.b.2,Inspect characteristics or conditions of materials or products.,"Inspecting Equipment, Structures, or Materials"
4.A.1.a.1.I04.D02,4.A.1.a.1.I04,4.A.1.a.1,Gather information from physical or electronic sources.,Getting Information
4.A.2.b.6.I02.D02,4.A.2.b.6.I02,4.A.2.b.6,Plan work activities.,"Organizing, Planning, and Prioritizing Work"
4.A.4.c.1.I04.D03,4.A.4.c.1.I04,4.A.4.c.1,Issue documentation.,Performing Administrative Activities
4.A.1.a.2.I02.D07,4.A.1.a.2.I02,4.A.1.a.2,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings"
4.A.1.a.1.I21.D03,4.A.1.a.1.I21,4.A.1.a.1,Investigate incidents or accidents.,Getting Information
4.A.3.a.2.I18.D01,4.A.3.a.2.I18,4.A.3.a.2,Direct vehicle traffic.,Handling and Moving Objects
4.A.4.a.5.I10.D01,4.A.4.a.5.I10,4.A.4.a.5,"Provide general assistance to others, such as customers, patrons, or motorists.",Assisting and Caring for Others
4.A.1.a.1.I23.D04,4.A.1.a.1.I23,4.A.1.a.1,Interview people to obtain information.,Getting Information
4.A.2.a.2.I05.D01,4.A.2.a.2.I05,4.A.2.a.2,Verify personal information.,Processing Information
4.A.4.b.4.I15.D05,4.A.4.b.4.I15,4.A.4.b.4,Direct security or safety activities or operations.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.a.2.I04.D02,4.A.2.a.2.I04,4.A.2.a.2,Reconcile financial data.,Processing Information
4.A.3.b.6.I08.D27,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.3.b.6.I02.D08,4.A.3.b.6.I02,4.A.3.b.6,Record information about legal matters.,Documenting/Recording Information
4.A.3.a.4.I01.D01,4.A.3.a.4.I01,4.A.3.a.4,Operate transportation equipment or vehicles.,"Operating Vehicles, Mechanized Devices, or Equipment"
